Id,MSSubClass,LotFrontage,LotArea,Street,BldgType,OverallQual,YearBuilt,TotalBsmtSF,FullBath,HalfBath,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SalePrice
511,20,75,14559,Pave,1Fam,5,1951,1008,1,0,2,TA,CarPort,1951,Unf,1,288,164900
512,120,40,6792,Pave,TwnhsE,7,2005,1368,2,0,1,Gd,Attchd,2005,RFn,2,474,202665
513,20,70,9100,Pave,1Fam,5,1958,864,1,0,0,NA,Detchd,1964,Unf,2,624,129900
514,20,71,9187,Pave,1Fam,6,1983,1084,1,1,0,NA,Attchd,1983,Unf,2,484,134000
515,45,55,10594,Pave,1Fam,5,1926,768,1,0,0,NA,Detchd,1926,Unf,1,200,96500
516,20,94,12220,Pave,1Fam,10,2009,2006,2,1,1,Gd,Attchd,2009,Fin,3,900,402861
517,80,NA,10448,Pave,1Fam,6,1972,689,2,1,1,TA,Attchd,1972,RFn,2,583,158000
518,60,79,10208,Pave,1Fam,7,1996,1264,2,1,1,TA,Attchd,1996,RFn,3,889,265000
519,60,NA,9531,Pave,1Fam,6,1998,794,2,1,0,NA,Attchd,1998,RFn,2,546,211000
520,70,53,10918,Pave,1Fam,7,1926,1276,1,1,2,Gd,Detchd,1926,Unf,1,282,234000
521,190,60,10800,Pave,2fmCon,4,1900,0,2,0,0,NA,NA,NA,NA,0,0,106250
522,20,90,11988,Pave,1Fam,6,1957,1244,1,1,2,Gd,Attchd,1957,Unf,1,336,150000
523,50,50,5000,Pave,1Fam,6,1947,1004,2,0,2,Gd,Detchd,1950,Unf,2,420,159000
524,60,130,40094,Pave,1Fam,10,2007,3138,3,1,1,Gd,BuiltIn,2007,Fin,3,884,184750
525,60,95,11787,Pave,1Fam,7,1996,1379,2,1,1,TA,Attchd,1996,Fin,3,834,315750
526,20,62,7500,Pave,1Fam,7,2005,1257,2,0,1,TA,Attchd,2005,Unf,2,453,176000
527,20,70,13300,Pave,1Fam,5,1956,928,1,0,0,NA,Attchd,1956,Unf,1,252,132000
528,60,67,14948,Pave,1Fam,9,2008,1452,2,1,1,Gd,Attchd,2008,Fin,3,858,446261
529,30,58,9098,Pave,1Fam,4,1920,528,1,0,0,NA,NA,NA,NA,0,0,86000
530,20,NA,32668,Pave,1Fam,6,1957,2035,3,0,2,TA,Attchd,1975,RFn,2,484,200624
531,80,85,10200,Pave,1Fam,6,1988,1461,2,0,1,Fa,Attchd,1988,RFn,2,600,175000
532,70,60,6155,Pave,1Fam,6,1920,611,2,0,0,NA,Detchd,1920,Fin,2,502,128000
533,20,60,7200,Pave,1Fam,5,1955,0,1,0,1,Po,Detchd,1967,Unf,1,392,107500
534,20,50,5000,Pave,1Fam,1,1946,0,1,0,0,NA,NA,NA,NA,0,0,39300
535,60,74,9056,Pave,1Fam,8,2004,707,2,1,1,Gd,Attchd,2004,Fin,2,403,178000
536,190,70,7000,Pave,2fmCon,5,1910,1117,1,0,0,NA,NA,NA,NA,0,0,107500
537,60,57,8924,Pave,1Fam,7,1998,880,2,1,0,NA,Attchd,1998,Fin,2,527,188000
538,20,NA,12735,Pave,1Fam,4,1972,864,1,0,0,NA,Detchd,1980,Unf,2,576,111250
539,20,NA,11553,Pave,1Fam,5,1968,1051,1,1,1,Fa,Attchd,1968,Unf,1,336,158000
540,20,NA,11423,Pave,1Fam,8,2001,1581,2,0,1,TA,Attchd,2001,RFn,2,670,272000
541,20,85,14601,Pave,1Fam,9,2006,1838,2,0,1,Gd,Attchd,2006,Fin,3,765,315000
542,60,NA,11000,Pave,1Fam,8,2000,969,2,1,1,TA,BuiltIn,2000,Fin,3,648,248000
543,20,78,10140,Pave,1Fam,7,1998,1650,2,0,1,TA,Attchd,1998,Fin,2,583,213250
544,120,34,4058,Pave,TwnhsE,7,1998,723,1,0,0,NA,Attchd,1998,Fin,1,367,133000
545,60,58,17104,Pave,1Fam,7,2006,654,2,1,1,Gd,Attchd,2006,RFn,2,426,179665
546,50,NA,13837,Pave,1Fam,7,1988,1204,2,1,0,NA,Attchd,1988,Unf,3,786,229000
547,50,70,8737,Pave,1Fam,6,1923,1065,1,1,1,Gd,Detchd,1950,Unf,2,440,210000
548,85,54,7244,Pave,1Fam,5,1970,768,1,0,0,NA,Detchd,1987,Unf,2,624,129500
549,20,49,8235,Pave,1Fam,5,1955,825,1,0,0,NA,Detchd,1963,RFn,2,720,125000
550,60,75,9375,Pave,1Fam,7,2003,912,2,1,1,Gd,BuiltIn,2003,Fin,2,615,263000
551,120,53,4043,Pave,TwnhsE,6,1977,1069,2,0,0,NA,Attchd,1977,RFn,2,440,140000
552,20,50,6000,Pave,1Fam,5,1957,928,1,0,0,NA,Attchd,1957,Fin,1,288,112500
553,20,87,11146,Pave,1Fam,8,2006,1709,2,0,1,Gd,Attchd,2006,RFn,3,908,255500
554,20,67,8777,Pave,1Fam,4,1949,0,2,0,0,NA,Detchd,2002,Fin,2,520,108000
555,60,85,10625,Pave,1Fam,7,2003,998,2,1,1,Gd,BuiltIn,2003,RFn,3,871,284000
556,45,58,6380,Pave,1Fam,5,1922,993,1,0,1,Gd,Detchd,1922,Unf,1,280,113000
557,20,69,14850,Pave,1Fam,5,1957,1092,1,0,1,TA,Attchd,1957,Fin,1,299,141000
558,50,60,11040,Pave,1Fam,4,1920,637,1,1,0,NA,CarPort,1994,Unf,1,570,108000
559,60,57,21872,Pave,1Fam,7,1996,729,2,1,1,TA,Attchd,1996,Unf,2,406,175000
560,120,NA,3196,Pave,TwnhsE,7,2003,1374,2,0,1,TA,Attchd,2003,Fin,2,420,234000
561,20,NA,11341,Pave,1Fam,5,1957,1392,1,1,1,Gd,Detchd,1957,Unf,2,528,121500
562,20,77,10010,Pave,1Fam,5,1974,1389,1,0,1,TA,Attchd,1975,RFn,2,418,170000
563,30,63,13907,Pave,1Fam,5,1940,996,1,0,1,Gd,NA,NA,NA,0,0,108000
564,50,66,21780,Pave,1Fam,6,1918,1163,2,0,1,Gd,Detchd,1955,Fin,2,396,185000
565,60,NA,13346,Pave,1Fam,7,1992,1095,2,1,1,TA,Attchd,1992,RFn,2,590,268000
566,70,66,6858,Pave,1Fam,6,1915,806,1,1,0,NA,Detchd,1920,Unf,1,216,128000
567,60,77,11198,Pave,1Fam,9,2005,1122,2,1,1,Gd,BuiltIn,2005,Fin,3,656,325000
568,20,70,10171,Pave,1Fam,7,2004,1517,2,0,0,NA,Attchd,2004,RFn,2,532,214000
569,50,79,12327,Pave,1Fam,8,1983,1496,1,1,1,Gd,BuiltIn,1983,Fin,2,612,316600
570,90,NA,7032,Pave,Duplex,5,1979,943,1,0,2,TA,Detchd,1979,Unf,2,600,135960
571,90,74,13101,Pave,Duplex,5,1965,1728,2,0,0,NA,Detchd,1987,Unf,2,576,142600
572,20,60,7332,Pave,1Fam,6,1959,864,1,0,0,NA,Attchd,1959,Unf,1,288,120000
573,60,83,13159,Pave,1Fam,7,2009,846,2,1,0,NA,Attchd,2009,RFn,2,650,224500
574,80,76,9967,Pave,1Fam,7,2000,384,2,1,1,TA,BuiltIn,2000,RFn,2,400,170000
575,80,70,10500,Pave,1Fam,5,1971,372,1,0,0,NA,BuiltIn,1971,Unf,1,288,139000
576,50,80,8480,Pave,1Fam,5,1947,832,1,0,0,NA,Detchd,1947,Unf,1,336,118500
577,50,52,6292,Pave,1Fam,7,1928,861,2,0,1,Gd,Detchd,1928,Unf,1,216,145000
578,80,96,11777,Pave,1Fam,5,1966,1164,1,0,2,Fa,Attchd,1966,RFn,2,564,164500
579,160,34,3604,Pave,TwnhsE,7,2007,689,2,0,0,NA,Detchd,2007,Unf,2,540,146000
580,50,81,12150,Pave,1Fam,5,1954,1050,2,0,0,NA,Attchd,1954,Unf,1,352,131500
581,20,NA,14585,Pave,1Fam,6,1960,1144,1,0,2,Gd,Attchd,1960,Unf,2,572,181900
582,20,98,12704,Pave,1Fam,8,2008,2042,2,1,1,Gd,Attchd,2009,RFn,3,1390,253293
583,90,81,11841,Grvl,Duplex,6,1990,816,1,0,0,NA,NA,NA,NA,0,0,118500
584,75,75,13500,Pave,1Fam,10,1893,1237,3,1,1,Gd,Detchd,1988,Unf,2,880,325000
585,50,51,6120,Pave,1Fam,4,1935,884,1,0,0,NA,Detchd,1935,Unf,1,240,133000
586,20,88,11443,Pave,1Fam,8,2005,1868,2,0,2,Gd,Attchd,2005,RFn,3,880,369900
587,30,55,10267,Pave,1Fam,6,1918,816,1,0,0,NA,Detchd,1961,Fin,1,275,130000
588,85,74,8740,Pave,1Fam,5,1982,840,1,0,0,NA,Detchd,1996,Unf,2,528,137000
589,20,65,25095,Pave,1Fam,5,1968,1437,1,0,2,Gd,Attchd,1968,Unf,1,452,143000
590,40,50,9100,Pave,1Fam,5,1930,742,1,0,0,NA,Detchd,1988,Unf,1,308,79500
591,60,64,8320,Pave,1Fam,7,2004,770,2,1,0,NA,Attchd,2004,RFn,2,520,185900
592,60,97,13478,Pave,1Fam,10,2008,1722,2,1,1,Gd,BuiltIn,2008,RFn,3,842,451950
593,20,60,6600,Pave,1Fam,5,1982,816,1,0,0,NA,Detchd,1985,Fin,2,816,138000
594,120,NA,4435,Pave,TwnhsE,6,2003,848,1,0,0,NA,Attchd,2003,Fin,2,420,140000
595,20,88,7990,Pave,1Fam,5,1975,924,1,0,0,NA,Detchd,1981,Unf,1,280,110000
596,20,69,11302,Pave,1Fam,8,2005,1814,2,0,1,TA,Attchd,2005,Fin,3,758,319000
597,70,60,3600,Pave,1Fam,6,1910,684,1,0,0,NA,Detchd,1930,Unf,1,216,114504
598,120,53,3922,Pave,TwnhsE,7,2006,1258,0,2,1,Gd,Attchd,2006,Fin,3,648,194201
599,20,80,12984,Pave,1Fam,5,1977,1430,2,0,1,TA,Attchd,1977,Fin,2,621,217500
600,160,24,1950,Pave,Twnhs,6,1980,716,2,1,1,TA,Attchd,1980,Fin,2,452,151000
601,60,74,10927,Pave,1Fam,8,2005,1058,2,1,1,Gd,BuiltIn,2003,Fin,2,736,275000
602,50,50,9000,Pave,1Fam,6,1937,780,1,1,1,Gd,Detchd,1979,Unf,1,544,141000
603,60,80,10041,Pave,1Fam,8,1992,908,2,1,1,TA,Attchd,1992,Fin,2,506,220000
604,160,30,3182,Pave,TwnhsE,7,2004,600,2,1,0,NA,Detchd,2004,RFn,2,480,151000
605,20,88,12803,Pave,1Fam,7,2002,1494,2,0,1,TA,Attchd,2002,RFn,2,530,221000
606,60,85,13600,Pave,1Fam,7,1965,768,2,1,3,Fa,Attchd,1965,Unf,2,486,205000
607,20,82,12464,Pave,1Fam,5,1996,1040,1,0,0,NA,Detchd,2000,Unf,2,576,152000
608,20,78,7800,Pave,1Fam,5,1948,896,3,0,0,NA,Attchd,1948,Unf,1,230,225000
609,70,78,12168,Pave,1Fam,8,1934,965,2,1,2,Gd,Basment,1934,Unf,2,380,359100
610,20,61,7943,Pave,1Fam,4,1961,1029,1,0,0,NA,Attchd,1961,Unf,1,261,118500
611,60,NA,11050,Pave,1Fam,9,2000,1440,2,1,2,Ex,Attchd,2000,Fin,3,736,313000
612,80,NA,10395,Pave,1Fam,6,1978,1032,2,0,1,TA,Attchd,1978,Unf,2,564,148000
613,60,NA,11885,Pave,1Fam,8,2001,1299,2,1,1,TA,BuiltIn,2001,RFn,2,531,261500
614,20,70,8402,Pave,1Fam,5,2007,1120,1,0,0,NA,NA,NA,NA,0,0,147000
615,180,21,1491,Pave,TwnhsE,4,1972,630,1,0,0,NA,NA,NA,NA,0,0,75500
616,85,80,8800,Pave,1Fam,6,1963,936,1,0,0,NA,Attchd,1963,RFn,2,480,137500
617,60,NA,7861,Pave,1Fam,6,2002,783,2,1,1,Gd,Attchd,2002,Fin,2,393,183200
618,45,59,7227,Pave,1Fam,6,1954,832,1,0,0,NA,Detchd,1962,Unf,2,528,105500
619,20,90,11694,Pave,1Fam,9,2007,1822,2,0,1,Gd,Attchd,2007,Unf,3,774,314813
620,60,85,12244,Pave,1Fam,8,2003,1482,2,1,2,Gd,Attchd,2003,Fin,3,749,305000
621,30,45,8248,Pave,1Fam,3,1914,864,1,0,0,NA,NA,NA,NA,0,0,67000
622,60,90,10800,Pave,1Fam,6,1974,1522,2,1,1,TA,Attchd,1974,RFn,2,624,240000
623,20,71,7064,Pave,1Fam,5,1977,980,1,0,0,NA,Detchd,1986,Unf,2,484,135000
624,160,NA,2117,Pave,TwnhsE,6,2000,756,2,1,1,TA,Detchd,2000,Unf,2,440,168500
625,60,80,10400,Pave,1Fam,6,1972,732,1,2,1,TA,Attchd,1972,RFn,2,484,165150
626,20,87,10000,Pave,1Fam,6,1962,1116,1,1,0,NA,Attchd,1962,Unf,2,440,160000
627,20,NA,12342,Pave,1Fam,5,1960,978,1,0,1,TA,Attchd,1960,RFn,1,286,139900
628,80,80,9600,Pave,1Fam,6,1955,1156,1,0,2,Gd,Basment,1955,RFn,1,364,153000
629,60,70,11606,Pave,1Fam,5,1969,1040,1,2,2,TA,Attchd,1969,Unf,2,504,135000
630,80,82,9020,Pave,1Fam,6,1964,1248,1,1,0,NA,Attchd,1964,RFn,2,520,168500
631,70,50,9000,Pave,1Fam,5,1880,636,1,0,0,NA,Detchd,1937,Unf,1,240,124000
632,120,34,4590,Pave,Twnhs,8,2006,1554,2,0,1,Gd,Attchd,2006,RFn,2,627,209500
633,20,85,11900,Pave,1Fam,7,1977,1386,2,0,1,TA,Attchd,1977,Fin,2,544,82500
634,20,80,9250,Pave,1Fam,5,1954,1056,1,0,0,NA,Attchd,1954,Unf,1,260,139400
635,90,64,6979,Pave,Duplex,6,1980,1056,0,0,0,NA,Detchd,1980,Unf,2,576,144000
636,190,60,10896,Pave,2fmCon,6,1914,1440,2,0,0,NA,NA,NA,NA,0,0,200000
637,30,51,6120,Pave,1Fam,2,1936,264,1,0,1,Po,NA,NA,NA,0,0,60000
638,190,50,6000,Pave,2fmCon,5,1954,811,2,0,0,NA,BuiltIn,1954,Unf,1,256,93000
639,30,67,8777,Pave,1Fam,5,1910,796,1,0,0,NA,NA,NA,NA,0,0,85000
640,120,53,3982,Pave,TwnhsE,8,2006,1520,2,0,1,Gd,Attchd,2006,Fin,3,648,264561
641,120,62,12677,Pave,TwnhsE,8,2003,1518,1,1,1,Gd,Attchd,2003,RFn,2,588,274000
642,60,NA,7050,Pave,1Fam,7,2001,1057,2,1,1,TA,Attchd,2001,Fin,2,650,226000
643,80,75,13860,Pave,1Fam,8,1972,1952,2,1,3,TA,Attchd,1972,Fin,2,538,345000
644,60,80,10793,Pave,1Fam,5,1969,780,2,1,0,NA,Attchd,1969,Fin,2,462,152000
645,20,85,9187,Pave,1Fam,9,2009,1766,2,1,1,Gd,Attchd,2009,Fin,3,478,370878
646,20,NA,10530,Pave,1Fam,6,1971,981,1,1,0,NA,Detchd,1979,Unf,2,576,143250
647,20,60,7200,Pave,1Fam,5,1950,0,1,0,0,NA,Detchd,1950,Unf,2,420,98300
648,20,85,10452,Pave,1Fam,6,1953,1094,1,0,2,Gd,Attchd,1953,RFn,2,495,155000
649,60,70,7700,Pave,1Fam,6,1966,756,1,1,1,TA,Attchd,1966,Unf,2,442,155000
650,180,21,1936,Pave,Twnhs,4,1970,630,1,0,0,NA,NA,NA,NA,0,0,84500
651,60,65,8125,Pave,1Fam,7,2007,813,2,1,0,NA,Attchd,2007,RFn,2,562,205950
652,70,60,9084,Pave,1Fam,4,1940,755,1,0,1,Gd,Detchd,1940,Unf,1,296,108000
653,60,70,8750,Pave,1Fam,7,1996,880,2,1,1,TA,Attchd,1996,RFn,2,512,191000
654,50,60,10320,Pave,1Fam,6,1906,756,1,0,0,NA,Detchd,1906,Unf,1,216,135000
655,20,91,10437,Pave,1Fam,8,1995,2109,2,1,1,TA,Attchd,1995,Fin,3,839,350000
656,160,21,1680,Pave,Twnhs,6,1971,525,1,1,0,NA,Detchd,1971,Unf,1,264,88000
657,20,72,10007,Pave,1Fam,5,1959,1053,1,1,0,NA,Attchd,1959,RFn,1,312,145500
658,70,60,7200,Pave,1Fam,7,1931,776,1,1,1,Gd,Attchd,1931,RFn,1,270,149000
659,50,78,17503,Pave,1Fam,6,1948,912,1,0,1,Gd,Attchd,1948,Unf,1,330,97500
660,20,75,9937,Pave,1Fam,5,1964,1486,1,0,0,NA,Detchd,1968,Fin,2,480,167000
661,60,NA,12384,Pave,1Fam,7,1976,793,2,1,1,TA,Attchd,1976,RFn,2,550,197900
662,60,52,46589,Pave,1Fam,8,1994,1629,2,1,1,TA,Attchd,1994,RFn,3,711,402000
663,20,120,13560,Pave,1Fam,6,1968,1392,1,0,2,TA,Attchd,1968,RFn,2,576,110000
664,85,90,10012,Pave,1Fam,4,1972,1138,2,0,0,NA,Detchd,1974,RFn,2,588,137500
665,20,49,20896,Pave,1Fam,8,2005,2077,1,1,1,Ex,Attchd,2005,Fin,3,1134,423000
666,60,106,11194,Pave,1Fam,8,2000,1406,2,1,1,TA,Attchd,2000,RFn,2,504,230500
667,60,NA,18450,Pave,1Fam,6,1965,1021,2,1,1,Po,CarPort,1965,Unf,2,596,129000
668,20,65,8125,Pave,1Fam,6,1994,1408,2,0,1,Fa,Attchd,1994,RFn,2,575,193500
669,20,NA,14175,Pave,1Fam,5,1956,1188,1,1,1,TA,Detchd,1999,Unf,2,576,168000
670,30,80,11600,Pave,1Fam,4,1922,700,1,0,1,Gd,Detchd,1922,Unf,1,252,137500
671,60,64,8633,Pave,1Fam,6,2005,738,2,1,0,NA,Attchd,2005,Fin,2,540,173500
672,70,54,6629,Pave,1Fam,6,1925,672,2,0,0,NA,Detchd,1930,Unf,1,300,103600
673,20,NA,11250,Pave,1Fam,6,1977,1208,1,1,1,TA,Attchd,1977,RFn,2,546,165000
674,20,110,14442,Pave,1Fam,6,1957,1477,2,0,2,TA,Attchd,1957,Fin,2,416,257500
675,20,80,9200,Pave,1Fam,6,1965,1136,1,0,1,Gd,Attchd,1965,RFn,1,384,140000
676,160,24,2289,Pave,Twnhs,6,1978,855,2,1,1,TA,Attchd,1978,Unf,2,440,148500
677,70,60,9600,Pave,1Fam,4,1900,1095,2,0,0,NA,2Types,1920,Unf,3,779,87000
678,30,52,9022,Pave,1Fam,5,1924,768,1,0,0,NA,Detchd,1924,Unf,1,240,109500
679,20,80,11844,Pave,1Fam,8,2008,2046,2,1,1,Gd,Attchd,2008,Fin,3,834,372500
680,20,NA,9945,Pave,1Fam,5,1961,988,1,0,0,NA,Detchd,1963,Unf,2,572,128500
681,120,50,8012,Pave,TwnhsE,6,1980,923,2,0,1,TA,Attchd,1980,RFn,1,264,143000
682,50,55,4500,Pave,1Fam,5,1932,793,1,0,0,NA,Detchd,1968,Unf,1,281,159434
683,120,NA,2887,Pave,1Fam,6,1996,1291,1,0,1,Gd,Attchd,1996,Unf,2,431,173000
684,20,90,11248,Pave,1Fam,9,2002,1626,2,0,1,TA,Attchd,2002,Fin,3,702,285000
685,60,58,16770,Pave,1Fam,7,1998,1195,2,1,0,NA,Attchd,1998,Fin,2,486,221000
686,160,NA,5062,Pave,TwnhsE,7,1984,1190,2,0,1,TA,Attchd,1984,Fin,2,577,207500
687,60,84,10207,Pave,1Fam,7,2007,874,3,0,0,NA,Attchd,2007,Fin,2,578,227875
688,160,NA,5105,Pave,TwnhsE,7,2004,551,2,1,0,NA,Detchd,2004,Unf,2,480,148800
689,20,60,8089,Pave,1Fam,8,2007,1419,2,0,1,Gd,Attchd,2007,RFn,2,567,392000
690,120,61,7577,Pave,TwnhsE,6,2005,1362,2,0,1,Gd,Attchd,2005,RFn,2,460,194700
691,120,NA,4426,Pave,TwnhsE,6,2004,848,1,0,1,TA,Attchd,2004,RFn,2,420,141000
692,60,104,21535,Pave,1Fam,10,1994,2444,3,1,2,Ex,Attchd,1994,Fin,3,832,755000
693,60,42,26178,Pave,1Fam,7,1989,1210,2,1,2,Gd,Attchd,1989,RFn,2,628,335000
694,30,60,5400,Pave,1Fam,5,1921,1073,1,0,0,NA,Detchd,1968,Unf,1,326,108480
695,50,51,6120,Pave,1Fam,5,1936,927,1,1,0,NA,Detchd,1995,Unf,2,576,141500
696,20,54,13811,Pave,1Fam,6,1987,1112,2,0,1,TA,Attchd,1987,Unf,2,551,176000
697,30,50,6000,Pave,1Fam,5,1921,616,1,0,0,NA,Detchd,1921,Unf,1,205,89000
698,20,57,6420,Pave,1Fam,5,1952,980,1,0,0,NA,Detchd,1952,Unf,1,308,123500
699,20,65,8450,Pave,1Fam,5,1965,894,1,0,1,Gd,Detchd,1973,Unf,1,336,138500
700,120,59,4282,Pave,TwnhsE,7,2004,1391,2,0,0,NA,Attchd,2004,RFn,2,530,196000
701,20,85,14331,Pave,1Fam,8,2002,1800,2,0,1,Gd,Attchd,2002,Fin,3,765,312500
702,20,80,9600,Pave,1Fam,7,1969,1164,1,1,0,NA,Attchd,1969,Unf,2,528,140000
703,60,82,12438,Pave,1Fam,8,2006,1234,2,1,1,Gd,BuiltIn,2006,Fin,3,666,361919
704,190,76,7630,Pave,2fmCon,5,1900,360,2,0,1,Po,Detchd,1999,Unf,2,672,140000
705,20,70,8400,Pave,1Fam,7,2004,1473,2,0,0,NA,Attchd,2004,RFn,2,606,213000
706,190,70,5600,Pave,2fmCon,4,1930,0,2,0,0,NA,NA,NA,NA,0,0,55000
707,20,NA,115149,Pave,1Fam,7,1971,1643,2,0,2,TA,Attchd,1971,Unf,2,739,302000
708,120,48,6240,Pave,TwnhsE,8,2006,1324,2,0,1,Gd,Attchd,2006,Fin,2,550,254000
709,60,65,9018,Pave,1Fam,7,2007,728,2,1,1,Gd,Attchd,2007,Fin,2,400,179540
710,20,NA,7162,Pave,1Fam,5,1966,876,1,0,0,NA,Attchd,1966,Unf,1,408,109900
711,30,56,4130,Pave,1Fam,3,1935,270,1,0,0,NA,NA,NA,NA,0,0,52000
712,50,66,8712,Pave,1Fam,4,1900,859,1,0,0,NA,Detchd,1964,RFn,1,384,102776
713,120,40,4671,Pave,TwnhsE,8,1988,1228,2,0,1,Gd,Attchd,1988,Fin,2,472,189000
714,190,60,9873,Pave,2fmCon,4,1970,960,1,0,0,NA,Detchd,1970,Unf,2,576,129000
715,60,NA,13517,Pave,1Fam,6,1976,725,2,1,0,NA,Attchd,1976,RFn,2,475,130500
716,20,78,10140,Pave,1Fam,6,1974,1064,2,0,1,TA,Attchd,1974,RFn,2,478,165000
717,70,60,10800,Pave,1Fam,7,1890,718,1,1,0,NA,Detchd,1996,Unf,2,704,159500
718,20,80,10000,Pave,1Fam,5,1973,1176,1,1,1,Fa,Attchd,1973,Unf,2,439,157000
719,60,96,10542,Pave,1Fam,7,1993,1311,2,1,1,TA,Attchd,1993,RFn,3,983,341000
720,20,69,9920,Pave,1Fam,5,1969,971,1,1,1,Po,Attchd,1969,Unf,1,300,128500
721,120,NA,6563,Pave,1Fam,8,1985,1742,2,0,1,TA,Attchd,1985,RFn,2,564,275000
722,120,NA,4426,Pave,TwnhsE,6,2004,848,1,0,0,NA,Attchd,2004,RFn,2,420,143000
723,20,70,8120,Pave,1Fam,4,1970,864,1,0,0,NA,Detchd,1994,Unf,2,463,124500
724,50,60,8172,Pave,1Fam,4,1954,941,2,0,0,NA,Detchd,1958,Unf,1,548,135000
725,20,86,13286,Pave,1Fam,9,2007,1698,2,0,1,Gd,Attchd,2007,Fin,3,768,320000
726,20,60,6960,Pave,1Fam,4,1970,864,1,0,0,NA,Detchd,1989,Unf,2,660,120500
727,20,NA,21695,Pave,1Fam,6,1988,880,2,0,1,Gd,Attchd,1988,Fin,2,540,222000
728,20,64,7314,Pave,1Fam,7,2007,1232,2,0,0,NA,Attchd,2007,RFn,2,632,194500
729,90,85,11475,Pave,Duplex,5,1958,1584,2,0,0,NA,Detchd,1968,Unf,3,888,110000
730,30,52,6240,Pave,1Fam,4,1925,780,1,0,0,NA,Detchd,1962,Unf,2,539,103000
731,120,39,5389,Pave,TwnhsE,8,1995,1595,2,0,1,TA,Attchd,1995,RFn,2,608,236500
732,80,73,9590,Pave,1Fam,7,2003,868,2,0,1,Gd,Attchd,2003,Fin,2,438,187500
733,60,75,11404,Pave,1Fam,7,1998,1153,2,1,1,TA,Attchd,1998,Fin,2,541,222500
734,20,80,10000,Pave,1Fam,5,1961,864,1,0,1,TA,Attchd,1961,RFn,1,264,131400
735,20,NA,8978,Pave,1Fam,5,1968,948,1,0,0,NA,Attchd,1968,Unf,1,300,108000
736,75,60,10800,Pave,1Fam,7,1914,880,1,1,2,TA,Detchd,1914,Unf,2,320,163000
737,90,60,8544,Pave,Duplex,3,1950,0,2,0,0,NA,Detchd,1949,Unf,2,400,93500
738,60,72,10463,Pave,1Fam,8,2005,893,2,1,1,Gd,Attchd,2005,Fin,3,800,239900
739,90,60,10800,Pave,Duplex,5,1987,1200,3,0,0,NA,NA,NA,NA,0,0,179000
740,60,65,9313,Pave,1Fam,7,2004,864,2,1,0,NA,Attchd,2004,RFn,2,572,190000
741,70,60,9600,Pave,1Fam,5,1910,264,2,0,0,NA,Detchd,1910,Unf,2,360,132000
742,20,65,6768,Pave,1Fam,6,1961,912,1,0,0,NA,Detchd,1962,Unf,1,288,142000
743,20,65,8450,Pave,1Fam,7,2000,1349,2,0,0,NA,Attchd,2000,Unf,2,539,179000
744,80,70,12886,Pave,1Fam,5,1963,520,2,0,1,TA,Attchd,1997,RFn,2,480,175000
745,120,41,5395,Pave,TwnhsE,8,1993,1337,2,0,1,TA,Attchd,1993,RFn,2,462,180000
746,60,NA,8963,Pave,1Fam,8,1976,1142,3,1,2,TA,BuiltIn,1994,Fin,2,831,299800
747,60,NA,8795,Pave,1Fam,7,2000,952,2,1,1,TA,BuiltIn,2000,Fin,2,554,236000
748,70,65,11700,Pave,1Fam,7,1880,1240,1,1,1,Gd,Detchd,1950,Unf,4,864,265979
749,20,59,10593,Pave,1Fam,7,1996,1720,2,0,1,TA,Attchd,1996,Fin,2,527,260400
750,50,50,8405,Pave,1Fam,4,1945,0,2,0,0,NA,Detchd,1945,Unf,1,240,98000
751,50,55,8800,Pave,1Fam,4,1910,576,1,0,0,NA,NA,NA,NA,0,0,96500
752,60,NA,7750,Pave,1Fam,7,2003,660,2,1,0,NA,Attchd,2003,Fin,2,400,162000
753,20,79,9236,Pave,1Fam,6,1997,1479,2,0,0,NA,Attchd,1997,RFn,2,576,217000
754,60,80,10240,Pave,1Fam,8,2005,1030,2,1,1,Gd,Attchd,2005,RFn,3,878,275500
755,20,61,7930,Pave,1Fam,6,1969,1026,1,0,0,NA,Detchd,1969,RFn,2,440,156000
756,160,34,3230,Pave,TwnhsE,6,1999,729,2,1,0,NA,Detchd,1999,Unf,2,440,172500
757,60,68,10769,Pave,1Fam,8,2007,866,2,1,0,NA,Attchd,2007,RFn,2,578,212000
758,60,NA,11616,Pave,1Fam,6,1978,672,2,1,1,TA,Attchd,1978,Fin,2,440,158900
759,160,24,2280,Pave,Twnhs,7,1999,744,2,1,0,NA,Detchd,1999,Unf,2,440,179400
760,60,65,12257,Pave,1Fam,8,1995,1318,2,1,1,TA,Attchd,1995,RFn,3,752,290000
761,20,70,9100,Pave,1Fam,6,1959,864,1,0,0,NA,Detchd,2008,Unf,1,300,127500
762,30,60,6911,Pave,1Fam,5,1924,1145,1,0,0,NA,Detchd,1965,Unf,2,440,100000
763,60,72,8640,Pave,1Fam,7,2009,756,2,1,0,NA,Attchd,2009,Unf,2,614,215200
764,60,82,9430,Pave,1Fam,8,1999,1252,2,1,1,Gd,Attchd,1999,RFn,3,856,337000
765,120,30,9549,Pave,TwnhsE,8,1995,1494,1,1,1,Gd,Attchd,1995,Fin,2,481,270000
766,20,75,14587,Pave,1Fam,9,2008,1498,2,0,1,Gd,Attchd,2008,Fin,2,592,264132
